id_teryt;kod_teryt;wojewodztwo;powiat;gmina;nazwa;typ_kod;typ
0811072;081107_2;08;11;07;Przewóz;2;gmina wiejska
0811082;081108_2;08;11;08;Trzebiel;2;gmina wiejska
0811092;081109_2;08;11;09;Tuplice;2;gmina wiejska
0811102;081110_2;08;11;10;Żary;2;gmina wiejska
0812;0812;08;12;;wschowski;;powiat
0812013;081201_3;08;12;01;Sława;3;gmina miejsko-wiejska
0812014;081201_4;08;12;01;Sława;4;miasto
0812015;081201_5;08;12;01;Sława;5;obszar wiejski
0812023;081202_3;08;12;02;Szlichtyngowa;3;gmina miejsko-wiejska
0812024;081202_4;08;12;02;Szlichtyngowa;4;miasto
0812025;081202_5;08;12;02;Szlichtyngowa;5;obszar wiejski
0812033;081203_3;08;12;03;Wschowa;3;gmina miejsko-wiejska
0812034;081203_4;08;12;03;Wschowa;4;miasto
0812035;081203_5;08;12;03;Wschowa;5;obszar wiejski
0861;0861;08;61;;Gorzów Wielkopolski;;miasto na prawach powiatu
0861011;086101_1;08;61;01;Gorzów Wielkopolski;1;gmina miejska
0862;0862;08;62;;Zielona Góra;;miasto na prawach powiatu
0862011;086201_1;08;62;01;Zielona Góra;1;gmina miejska
10;10;10;;;ŁÓDZKIE;;województwo
1001;1001;10;01;;bełchatowski;;powiat
1001011;100101_1;10;01;01;Bełchatów;1;gmina miejska
1001022;100102_2;10;01;02;Bełchatów;2;gmina wiejska
1001032;100103_2;10;01;03;Drużbice;2;gmina wiejska
1001042;100104_2;10;01;04;Kleszczów;2;gmina wiejska
1001052;100105_2;10;01;05;Kluki;2;gmina wiejska
1001062;100106_2;10;01;06;Rusiec;2;gmina wiejska
1001072;100107_2;10;01;07;Szczerców;2;gmina wiejska
1001083;100108_3;10;01;08;Zelów;3;gmina miejsko-wiejska
1001084;100108_4;10;01;08;Zelów;4;miasto
1001085;100108_5;10;01;08;Zelów;5;obszar wiejski
1002;1002;10;02;;kutnowski;;powiat
1002011;100201_1;10;02;01;Kutno;1;gmina miejska
1002022;100202_2;10;02;02;Bedlno;2;gmina wiejska
1002033;100203_3;10;02;03;Dąbrowice;3;gmina miejsko-wiejska
1002034;100203_4;10;02;03;Dąbrowice;4;miasto
1002035;100203_5;10;02;03;Dąbrowice;5;obszar wiejski
1002043;100204_3;10;02;04;Krośniewice;3;gmina miejsko-wiejska
1002044;100204_4;10;02;04;Krośniewice;4;miasto
1002045;100204_5;10;02;04;Krośniewice;5;obszar wiejski
1002052;100205_2;10;02;05;Krzyżanów;2;gmina wiejska
1002062;100206_2;10;02;06;Kutno;2;gmina wiejska
1002072;100207_2;10;02;07;Łanięta;2;gmina wiejska
1002082;100208_2;10;02;08;Nowe Ostrowy;2;gmina wiejska
1002092;100209_2;10;02;09;Oporów;2;gmina wiejska
1002102;100210_2;10;02;10;Strzelce;2;gmina wiejska
1002113;100211_3;10;02;11;Żychlin;3;gmina miejsko-wiejska
1002114;100211_4;10;02;11;Żychlin;4;miasto
1002115;100211_5;10;02;11;Żychlin;5;obszar wiejski
1003;1003;10;03;;łaski;;powiat
1003012;100301_2;10;03;01;Buczek;2;gmina wiejska
1003023;100302_3;10;03;02;Łask;3;gmina miejsko-wiejska
1003024;100302_4;10;03;02;Łask;4;miasto
1003025;100302_5;10;03;02;Łask;5;obszar wiejski
1003032;100303_2;10;03;03;Sędziejowice;2;gmina wiejska
1003042;100304_2;10;03;04;Widawa;2;gmina wiejska
1003052;100305_2;10;03;05;Wodzierady;2;gmina wiejska
1004;1004;10;04;;łęczycki;;powiat
1004011;100401_1;10;04;01;Łęczyca;1;gmina miejska
1004022;100402_2;10;04;02;Daszyna;2;gmina wiejska
1004032;100403_2;10;04;03;Góra Świętej Małgorzaty;2;gmina wiejska
1004043;100404_3;10;04;04;Grabów;3;gmina miejsko-wiejska
1004044;100404_4;10;04;04;Grabów;4;miasto
1004045;100404_5;10;04;04;Grabów;5;obszar wiejski
1004052;100405_2;10;04;05;Łęczyca;2;gmina wiejska
1004063;100406_3;10;04;06;Piątek;3;gmina miejsko-wiejska
1004064;100406_4;10;04;06;Piątek;4;miasto
1004065;100406_5;10;04;06;Piątek;5;obszar wiejski
1004072;100407_2;10;04;07;Świnice Warckie;2;gmina wiejska
1004082;100408_2;10;04;08;Witonia;2;gmina wiejska
1005;1005;10;05;;łowicki;;powiat
1005011;100501_1;10;05;01;Łowicz;1;gmina miejska
1005022;100502_2;10;05;02;Bielawy;2;gmina wiejska
1005032;100503_2;10;05;03;Chąśno;2;gmina wiejska
1005042;100504_2;10;05;04;Domaniewice;2;gmina wiejska
1005053;100505_3;10;05;05;Kiernozia;3;gmina miejsko-wiejska
1005054;100505_4;10;05;05;Kiernozia;4;miasto
1005055;100505_5;10;05;05;Kiernozia;5;obszar wiejski
1005062;100506_2;10;05;06;Kocierzew Południowy;2;gmina wiejska
1005072;100507_2;10;05;07;Łowicz;2;gmina wiejska
1005082;100508_2;10;05;08;Łyszkowice;2;gmina wiejska
1005092;100509_2;10;05;09;Nieborów;2;gmina wiejska
1005102;100510_2;10;05;10;Zduny;2;gmina wiejska
1006;1006;10;06;;łódzki wschodni;;powiat
1006022;100602_2;10;06;02;Andrespol;2;gmina wiejska
1006032;100603_2;10;06;03;Brójce;2;gmina wiejska
1006073;100607_3;10;06;07;Koluszki;3;gmina miejsko-wiejska
1006074;100607_4;10;06;07;Koluszki;4;miasto
1006075;100607_5;10;06;07;Koluszki;5;obszar wiejski
1006082;100608_2;10;06;08;Nowosolna;2;gmina wiejska
1006103;100610_3;10;06;10;Rzgów;3;gmina miejsko-wiejska
1006104;100610_4;10;06;10;Rzgów;4;miasto
1006105;100610_5;10;06;10;Rzgów;5;obszar wiejski
1006113;100611_3;10;06;11;Tuszyn;3;gmina miejsko-wiejska
1006114;100611_4;10;06;11;Tuszyn;4;miasto
1006115;100611_5;10;06;11;Tuszyn;5;obszar wiejski
1007;1007;10;07;;opoczyński;;powiat
1007013;100701_3;10;07;01;Białaczów;3;gmina miejsko-wiejska
1007014;100701_4;10;07;01;Białaczów;4;miasto
1007015;100701_5;10;07;01;Białaczów;5;obszar wiejski
1007023;100702_3;10;07;02;Drzewica;3;gmina miejsko-wiejska
1007024;100702_4;10;07;02;Drzewica;4;miasto
1007025;100702_5;10;07;02;Drzewica;5;obszar wiejski
1007032;100703_2;10;07;03;Mniszków;2;gmina wiejska
1007043;100704_3;10;07;04;Opoczno;3;gmina miejsko-wiejska
1007044;100704_4;10;07;04;Opoczno;4;miasto
1007045;100704_5;10;07;04;Opoczno;5;obszar wiejski
1007052;100705_2;10;07;05;Paradyż;2;gmina wiejska
1007062;100706_2;10;07;06;Poświętne;2;gmina wiejska
1007072;100707_2;10;07;07;Sławno;2;gmina wiejska
1007083;100708_3;10;07;08;Żarnów;3;gmina miejsko-wiejska
1007084;100708_4;10;07;08;Żarnów;4;miasto
1007085;100708_5;10;07;08;Żarnów;5;obszar wiejski
1008;1008;10;08;;pabianicki;;powiat
1008011;100801_1;10;08;01;Konstantynów Łódzki;1;gmina miejska
1008021;100802_1;10;08;02;Pabianice;1;gmina miejska
1008032;100803_2;10;08;03;Dłutów;2;gmina wiejska
1008042;100804_2;10;08;04;Dobroń;2;gmina wiejska
1008052;100805_2;10;08;05;Ksawerów;2;gmina wiejska
1008063;100806_3;10;08;06;Lutomiersk;3;gmina miejsko-wiejska
1008064;100806_4;10;08;06;Lutomiersk;4;miasto
1008065;100806_5;10;08;06;Lutomiersk;5;obszar wiejski
1008072;100807_2;10;08;07;Pabianice;2;gmina wiejska
1009;1009;10;09;;pajęczański;;powiat
1009013;100901_3;10;09;01;Działoszyn;3;gmina miejsko-wiejska
1009014;100901_4;10;09;01;Działoszyn;4;miasto
1009015;100901_5;10;09;01;Działoszyn;5;obszar wiejski
1009022;100902_2;10;09;02;Kiełczygłów;2;gmina wiejska
1009032;100903_2;10;09;03;Nowa Brzeźnica;2;gmina wiejska
1009043;100904_3;10;09;04;Pajęczno;3;gmina miejsko-wiejska
1009044;100904_4;10;09;04;Pajęczno;4;miasto
1009045;100904_5;10;09;04;Pajęczno;5;obszar wiejski
1009052;100905_2;10;09;05;Rząśnia;2;gmina wiejska
1009062;100906_2;10;09;06;Siemkowice;2;gmina wiejska
1009072;100907_2;10;09;07;Strzelce Wielkie;2;gmina wiejska
1009082;100908_2;10;09;08;Sulmierzyce;2;gmina wiejska
1010;1010;10;10;;piotrkowski;;powiat
1010012;101001_2;10;10;01;Aleksandrów;2;gmina wiejska
1010022;101002_2;10;10;02;Czarnocin;2;gmina wiejska
1010032;101003_2;10;10;03;Gorzkowice;2;gmina wiejska
1010042;101004_2;10;10;04;Grabica;2;gmina wiejska
1010052;101005_2;10;10;05;Łęki Szlacheckie;2;gmina wiejska
1010062;101006_2;10;10;06;Moszczenica;2;gmina wiejska
1010072;101007_2;10;10;07;Ręczno;2;gmina wiejska
1010083;101008_3;10;10;08;Rozprza;3;gmina miejsko-wiejska
1010084;101008_4;10;10;08;Rozprza;4;miasto
1010085;101008_5;10;10;08;Rozprza;5;obszar wiejski
1010093;101009_3;10;10;09;Sulejów;3;gmina miejsko-wiejska
1010094;101009_4;10;10;09;Sulejów;4;miasto
1010095;101009_5;10;10;09;Sulejów;5;obszar wiejski
1010102;101010_2;10;10;10;Wola Krzysztoporska;2;gmina wiejska
1010113;101011_3;10;10;11;Wolbórz;3;gmina miejsko-wiejska
1010114;101011_4;10;10;11;Wolbórz;4;miasto
1010115;101011_5;10;10;11;Wolbórz;5;obszar wiejski
1011;1011;10;11;;poddębicki;;powiat
1011012;101101_2;10;11;01;Dalików;2;gmina wiejska
1011022;101102_2;10;11;02;Pęczniew;2;gmina wiejska
1011033;101103_3;10;11;03;Poddębice;3;gmina miejsko-wiejska
1011034;101103_4;10;11;03;Poddębice;4;miasto
1011035;101103_5;10;11;03;Poddębice;5;obszar wiejski
1011043;101104_3;10;11;04;Uniejów;3;gmina miejsko-wiejska
1011044;101104_4;10;11;04;Uniejów;4;miasto
1011045;101104_5;10;11;04;Uniejów;5;obszar wiejski
1011052;101105_2;10;11;05;Wartkowice;2;gmina wiejska
1011062;101106_2;10;11;06;Zadzim;2;gmina wiejska
1012;1012;10;12;;radomszczański;;powiat
1012011;101201_1;10;12;01;Radomsko;1;gmina miejska
1012022;101202_2;10;12;02;Dobryszyce;2;gmina wiejska
1012032;101203_2;10;12;03;Gidle;2;gmina wiejska
1012042;101204_2;10;12;04;Gomunice;2;gmina wiejska
1012053;101205_3;10;12;05;Kamieńsk;3;gmina miejsko-wiejska
1012054;101205_4;10;12;05;Kamieńsk;4;miasto
1012055;101205_5;10;12;05;Kamieńsk;5;obszar wiejski
1012062;101206_2;10;12;06;Kobiele Wielkie;2;gmina wiejska
1012072;101207_2;10;12;07;Kodrąb;2;gmina wiejska
1012082;101208_2;10;12;08;Lgota Wielka;2;gmina wiejska
1012092;101209_2;10;12;09;Ładzice;2;gmina wiejska
1012102;101210_2;10;12;10;Masłowice;2;gmina wiejska
1012113;101211_3;10;12;11;Przedbórz;3;gmina miejsko-wiejska
1012114;101211_4;10;12;11;Przedbórz;4;miasto
1012115;101211_5;10;12;11;Przedbórz;5;obszar wiejski
1012122;101212_2;10;12;12;Radomsko;2;gmina wiejska
1012132;101213_2;10;12;13;Wielgomłyny;2;gmina wiejska
1012142;101214_2;10;12;14;Żytno;2;gmina wiejska
1013;1013;10;13;;rawski;;powiat
1013011;101301_1;10;13;01;Rawa Mazowiecka;1;gmina miejska
1013023;101302_3;10;13;02;Biała Rawska;3;gmina miejsko-wiejska
1013024;101302_4;10;13;02;Biała Rawska;4;miasto
1013025;101302_5;10;13;02;Biała Rawska;5;obszar wiejski
1013032;101303_2;10;13;03;Cielądz;2;gmina wiejska
1013042;101304_2;10;13;04;Rawa Mazowiecka;2;gmina wiejska
1013052;101305_2;10;13;05;Regnów;2;gmina wiejska
1013062;101306_2;10;13;06;Sadkowice;2;gmina wiejska
1014;1014;10;14;;sieradzki;;powiat
1014011;101401_1;10;14;01;Sieradz;1;gmina miejska
1014023;101402_3;10;14;02;Błaszki;3;gmina miejsko-wiejska
1014024;101402_4;10;14;02;Błaszki;4;miasto
1014025;101402_5;10;14;02;Błaszki;5;obszar wiejski
1014032;101403_2;10;14;03;Brąszewice;2;gmina wiejska
1014042;101404_2;10;14;04;Brzeźnio;2;gmina wiejska
1014052;101405_2;10;14;05;Burzenin;2;gmina wiejska
1014062;101406_2;10;14;06;Goszczanów;2;gmina wiejska
1014072;101407_2;10;14;07;Klonowa;2;gmina wiejska
1014082;101408_2;10;14;08;Sieradz;2;gmina wiejska
1014093;101409_3;10;14;09;Warta;3;gmina miejsko-wiejska
1014094;101409_4;10;14;09;Warta;4;miasto
1014095;101409_5;10;14;09;Warta;5;obszar wiejski
1014102;101410_2;10;14;10;Wróblew;2;gmina wiejska
1014113;101411_3;10;14;11;Złoczew;3;gmina miejsko-wiejska
1014114;101411_4;10;14;11;Złoczew;4;miasto
1014115;101411_5;10;14;11;Złoczew;5;obszar wiejski
1015;1015;10;15;;skierniewicki;;powiat
1015013;101501_3;10;15;01;Bolimów;3;gmina miejsko-wiejska
1015014;101501_4;10;15;01;Bolimów;4;miasto
1015015;101501_5;10;15;01;Bolimów;5;obszar wiejski
1015022;101502_2;10;15;02;Głuchów;2;gmina wiejska
1015032;101503_2;10;15;03;Godzianów;2;gmina wiejska
1015042;101504_2;10;15;04;Kowiesy;2;gmina wiejska
1015052;101505_2;10;15;05;Lipce Reymontowskie;2;gmina wiejska
1015062;101506_2;10;15;06;Maków;2;gmina wiejska
1015072;101507_2;10;15;07;Nowy Kawęczyn;2;gmina wiejska
1015082;101508_2;10;15;08;Skierniewice;2;gmina wiejska
1015092;101509_2;10;15;09;Słupia;2;gmina wiejska
1016;1016;10;16;;tomaszowski;;powiat
1016011;101601_1;10;16;01;Tomaszów Mazowiecki;1;gmina miejska
1016022;101602_2;10;16;02;Będków;2;gmina wiejska
1016032;101603_2;10;16;03;Budziszewice;2;gmina wiejska
1016042;101604_2;10;16;04;Czerniewice;2;gmina wiejska
1016053;101605_3;10;16;05;Inowłódz;3;gmina miejsko-wiejska
1016054;101605_4;10;16;05;Inowłódz;4;miasto
1016055;101605_5;10;16;05;Inowłódz;5;obszar wiejski
1016062;101606_2;10;16;06;Lubochnia;2;gmina wiejska
1016072;101607_2;10;16;07;Rokiciny;2;gmina wiejska
1016082;101608_2;10;16;08;Rzeczyca;2;gmina wiejska
1016092;101609_2;10;16;09;Tomaszów Mazowiecki;2;gmina wiejska
1016103;101610_3;10;16;10;Ujazd;3;gmina miejsko-wiejska
1016104;101610_4;10;16;10;Ujazd;4;miasto
1016105;101610_5;10;16;10;Ujazd;5;obszar wiejski
1016112;101611_2;10;16;11;Żelechlinek;2;gmina wiejska
1017;1017;10;17;;wieluński;;powiat
1017012;101701_2;10;17;01;Biała;2;gmina wiejska
1017022;101702_2;10;17;02;Czarnożyły;2;gmina wiejska
1017032;101703_2;10;17;03;Konopnica;2;gmina wiejska
1017042;101704_2;10;17;04;Mokrsko;2;gmina wiejska
1017053;101705_3;10;17;05;Osjaków;3;gmina miejsko-wiejska
1017054;101705_4;10;17;05;Osjaków;4;miasto
1017055;101705_5;10;17;05;Osjaków;5;obszar wiejski
1017062;101706_2;10;17;06;Ostrówek;2;gmina wiejska
1017072;101707_2;10;17;07;Pątnów;2;gmina wiejska
1017082;101708_2;10;17;08;Skomlin;2;gmina wiejska
1017093;101709_3;10;17;09;Wieluń;3;gmina miejsko-wiejska
1017094;101709_4;10;17;09;Wieluń;4;miasto
1017095;101709_5;10;17;09;Wieluń;5;obszar wiejski
1017102;101710_2;10;17;10;Wierzchlas;2;gmina wiejska
1018;1018;10;18;;wieruszowski;;powiat
1018013;101801_3;10;18;01;Bolesławiec;3;gmina miejsko-wiejska
1018014;101801_4;10;18;01;Bolesławiec;4;miasto
1018015;101801_5;10;18;01;Bolesławiec;5;obszar wiejski
1018022;101802_2;10;18;02;Czastary;2;gmina wiejska
1018032;101803_2;10;18;03;Galewice;2;gmina wiejska
1018043;101804_3;10;18;04;Lututów;3;gmina miejsko-wiejska
1018044;101804_4;10;18;04;Lututów;4;miasto
1018045;101804_5;10;18;04;Lututów;5;obszar wiejski
1018052;101805_2;10;18;05;Łubnice;2;gmina wiejska
1018062;101806_2;10;18;06;Sokolniki;2;gmina wiejska
1018073;101807_3;10;18;07;Wieruszów;3;gmina miejsko-wiejska
1018074;101807_4;10;18;07;Wieruszów;4;miasto
1018075;101807_5;10;18;07;Wieruszów;5;obszar wiejski
1019;1019;10;19;;zduńskowolski;;powiat
1019011;101901_1;10;19;01;Zduńska Wola;1;gmina miejska
1019023;101902_3;10;19;02;Szadek;3;gmina miejsko-wiejska
1019024;101902_4;10;19;02;Szadek;4;miasto
1019025;101902_5;10;19;02;Szadek;5;obszar wiejski
1019032;101903_2;10;19;03;Zapolice;2;gmina wiejska
1019042;101904_2;10;19;04;Zduńska Wola;2;gmina wiejska
1020;1020;10;20;;zgierski;;powiat
1020011;102001_1;10;20;01;Głowno;1;gmina miejska
1020021;102002_1;10;20;02;Ozorków;1;gmina miejska
1020031;102003_1;10;20;03;Zgierz;1;gmina miejska
1020043;102004_3;10;20;04;Aleksandrów Łódzki;3;gmina miejsko-wiejska
1020044;102004_4;10;20;04;Aleksandrów Łódzki;4;miasto
1020045;102004_5;10;20;04;Aleksandrów Łódzki;5;obszar wiejski
1020052;102005_2;10;20;05;Głowno;2;gmina wiejska
1020062;102006_2;10;20;06;Ozorków;2;gmina wiejska
1020073;102007_3;10;20;07;Parzęczew;3;gmina miejsko-wiejska
1020074;102007_4;10;20;07;Parzęczew;4;miasto
1020075;102007_5;10;20;07;Parzęczew;5;obszar wiejski
1020083;102008_3;10;20;08;Stryków;3;gmina miejsko-wiejska
1020084;102008_4;10;20;08;Stryków;4;miasto
1020085;102008_5;10;20;08;Stryków;5;obszar wiejski
1020092;102009_2;10;20;09;Zgierz;2;gmina wiejska
1021;1021;10;21;;brzeziński;;powiat
1021011;102101_1;10;21;01;Brzeziny;1;gmina miejska
1021022;102102_2;10;21;02;Brzeziny;2;gmina wiejska
1021032;102103_2;10;21;03;Dmosin;2;gmina wiejska
1021043;102104_3;10;21;04;Jeżów;3;gmina miejsko-wiejska
1021044;102104_4;10;21;04;Jeżów;4;miasto
1021045;102104_5;10;21;04;Jeżów;5;obszar wiejski
1021052;102105_2;10;21;05;Rogów;2;gmina wiejska
1061;1061;10;61;;Łódź;;miasto na prawach powiatu
1061011;106101_1;10;61;01;Łódź;1;gmina miejska
1061029;106102_9;10;61;02;Łódź-Bałuty;9;delegatura
1061039;106103_9;10;61;03;Łódź-Górna;9;delegatura
1061049;106104_9;10;61;04;Łódź-Polesie;9;delegatura
1061059;106105_9;10;61;05;Łódź-Śródmieście;9;delegatura
1061069;106106_9;10;61;06;Łódź-Widzew;9;delegatura
1062;1062;10;62;;Piotrków Trybunalski;;miasto na prawach powiatu
1062011;106201_1;10;62;01;Piotrków Trybunalski;1;gmina miejska
1063;1063;10;63;;Skierniewice;;miasto na prawach powiatu
1063011;106301_1;10;63;01;Skierniewice;1;gmina miejska
12;12;12;;;MAŁOPOLSKIE;;województwo
1201;1201;12;01;;bocheński;;powiat
1201011;120101_1;12;01;01;Bochnia;1;gmina miejska
1201022;120102_2;12;01;02;Bochnia;2;gmina wiejska
1201032;120103_2;12;01;03;Drwinia;2;gmina wiejska
1201042;120104_2;12;01;04;Lipnica Murowana;2;gmina wiejska
1201052;120105_2;12;01;05;Łapanów;2;gmina wiejska
1201063;120106_3;12;01;06;Nowy Wiśnicz;3;gmina miejsko-wiejska
1201064;120106_4;12;01;06;Nowy Wiśnicz;4;miasto
1201065;120106_5;12;01;06;Nowy Wiśnicz;5;obszar wiejski
1201072;120107_2;12;01;07;Rzezawa;2;gmina wiejska
1201082;120108_2;12;01;08;Trzciana;2;gmina wiejska
1201092;120109_2;12;01;09;Żegocina;2;gmina wiejska
1202;1202;12;02;;brzeski;;powiat
1202012;120201_2;12;02;01;Borzęcin;2;gmina wiejska
1202023;120202_3;12;02;02;Brzesko;3;gmina miejsko-wiejska
1202024;120202_4;12;02;02;Brzesko;4;miasto
1202025;120202_5;12;02;02;Brzesko;5;obszar wiejski
1202033;120203_3;12;02;03;Czchów;3;gmina miejsko-wiejska
1202034;120203_4;12;02;03;Czchów;4;miasto
1202035;120203_5;12;02;03;Czchów;5;obszar wiejski
1202042;120204_2;12;02;04;Dębno;2;gmina wiejska
1202052;120205_2;12;02;05;Gnojnik;2;gmina wiejska
1202062;120206_2;12;02;06;Iwkowa;2;gmina wiejska
1202072;120207_2;12;02;07;Szczurowa;2;gmina wiejska
1203;1203;12;03;;chrzanowski;;powiat
1203013;120301_3;12;03;01;Alwernia;3;gmina miejsko-wiejska
1203014;120301_4;12;03;01;Alwernia;4;miasto
1203015;120301_5;12;03;01;Alwernia;5;obszar wiejski
1203022;120302_2;12;03;02;Babice;2;gmina wiejska
1203033;120303_3;12;03;03;Chrzanów;3;gmina miejsko-wiejska
1203034;120303_4;12;03;03;Chrzanów;4;miasto
1203035;120303_5;12;03;03;Chrzanów;5;obszar wiejski
1203043;120304_3;12;03;04;Libiąż;3;gmina miejsko-wiejska
1203044;120304_4;12;03;04;Libiąż;4;miasto
1203045;120304_5;12;03;04;Libiąż;5;obszar wiejski
1203053;120305_3;12;03;05;Trzebinia;3;gmina miejsko-wiejska
1203054;120305_4;12;03;05;Trzebinia;4;miasto
1203055;120305_5;12;03;05;Trzebinia;5;obszar wiejski
1204;1204;12;04;;dąbrowski;;powiat
1204012;120401_2;12;04;01;Bolesław;2;gmina wiejska
1204023;120402_3;12;04;02;Dąbrowa Tarnowska;3;gmina miejsko-wiejska
1204024;120402_4;12;04;02;Dąbrowa Tarnowska;4;miasto
1204025;120402_5;12;04;02;Dąbrowa Tarnowska;5;obszar wiejski
1204032;120403_2;12;04;03;Gręboszów;2;gmina wiejska
1204042;120404_2;12;04;04;Mędrzechów;2;gmina wiejska
1204052;120405_2;12;04;05;Olesno;2;gmina wiejska
1204062;120406_2;12;04;06;Radgoszcz;2;gmina wiejska
1204073;120407_3;12;04;07;Szczucin;3;gmina miejsko-wiejska
1204074;120407_4;12;04;07;Szczucin;4;miasto
1204075;120407_5;12;04;07;Szczucin;5;obszar wiejski
1205;1205;12;05;;gorlicki;;powiat
1205011;120501_1;12;05;01;Gorlice;1;gmina miejska
1205023;120502_3;12;05;02;Biecz;3;gmina miejsko-wiejska
1205024;120502_4;12;05;02;Biecz;4;miasto
1205025;120502_5;12;05;02;Biecz;5;obszar wiejski
1205033;120503_3;12;05;03;Bobowa;3;gmina miejsko-wiejska
1205034;120503_4;12;05;03;Bobowa;4;miasto
1205035;120503_5;12;05;03;Bobowa;5;obszar wiejski
1205042;120504_2;12;05;04;Gorlice;2;gmina wiejska
1205052;120505_2;12;05;05;Lipinki;2;gmina wiejska
1205062;120506_2;12;05;06;Łużna;2;gmina wiejska
1205072;120507_2;12;05;07;Moszczenica;2;gmina wiejska
1205082;120508_2;12;05;08;Ropa;2;gmina wiejska
1205092;120509_2;12;05;09;Sękowa;2;gmina wiejska
1205102;120510_2;12;05;10;Uście Gorlickie;2;gmina wiejska
1206;1206;12;06;;krakowski;;powiat
1206012;120601_2;12;06;01;Czernichów;2;gmina wiejska
1206022;120602_2;12;06;02;Igołomia-Wawrzeńczyce;2;gmina wiejska
1206032;120603_2;12;06;03;Iwanowice;2;gmina wiejska
1206042;120604_2;12;06;04;Jerzmanowice-Przeginia;2;gmina wiejska
1206052;120605_2;12;06;05;Kocmyrzów-Luborzyca;2;gmina wiejska
1206063;120606_3;12;06;06;Krzeszowice;3;gmina miejsko-wiejska
1206064;120606_4;12;06;06;Krzeszowice;4;miasto
1206065;120606_5;12;06;06;Krzeszowice;5;obszar wiejski
1206072;120607_2;12;06;07;Liszki;2;gmina wiejska
1206082;120608_2;12;06;08;Michałowice;2;gmina wiejska
1206092;120609_2;12;06;09;Mogilany;2;gmina wiejska
1206103;120610_3;12;06;10;Skała;3;gmina miejsko-wiejska
1206104;120610_4;12;06;10;Skała;4;miasto
1206105;120610_5;12;06;10;Skała;5;obszar wiejski
1206113;120611_3;12;06;11;Skawina;3;gmina miejsko-wiejska
1206114;120611_4;12;06;11;Skawina;4;miasto
1206115;120611_5;12;06;11;Skawina;5;obszar wiejski
1206123;120612_3;12;06;12;Słomniki;3;gmina miejsko-wiejska
1206124;120612_4;12;06;12;Słomniki;4;miasto
1206125;120612_5;12;06;12;Słomniki;5;obszar wiejski
1206132;120613_2;12;06;13;Sułoszowa;2;gmina wiejska
1206143;120614_3;12;06;14;Świątniki Górne;3;gmina miejsko-wiejska
1206144;120614_4;12;06;14;Świątniki Górne;4;miasto
1206145;120614_5;12;06;14;Świątniki Górne;5;obszar wiejski
1206152;120615_2;12;06;15;Wielka Wieś;2;gmina wiejska
1206162;120616_2;12;06;16;Zabierzów;2;gmina wiejska
1206172;120617_2;12;06;17;Zielonki;2;gmina wiejska
1207;1207;12;07;;limanowski;;powiat
1207011;120701_1;12;07;01;Limanowa;1;gmina miejska
1207021;120702_1;12;07;02;Mszana Dolna;1;gmina miejska
1207032;120703_2;12;07;03;Dobra;2;gmina wiejska
1207042;120704_2;12;07;04;Jodłownik;2;gmina wiejska
1207052;120705_2;12;07;05;Kamienica;2;gmina wiejska
1207062;120706_2;12;07;06;Laskowa;2;gmina wiejska
1207072;120707_2;12;07;07;Limanowa;2;gmina wiejska
1207082;120708_2;12;07;08;Łukowica;2;gmina wiejska
1207092;120709_2;12;07;09;Mszana Dolna;2;gmina wiejska
1207102;120710_2;12;07;10;Niedźwiedź;2;gmina wiejska
1207112;120711_2;12;07;11;Słopnice;2;gmina wiejska
1207122;120712_2;12;07;12;Tymbark;2;gmina wiejska
1208;1208;12;08;;miechowski;;powiat
1208012;120801_2;12;08;01;Charsznica;2;gmina wiejska
1208022;120802_2;12;08;02;Gołcza;2;gmina wiejska
1208032;120803_2;12;08;03;Kozłów;2;gmina wiejska
1208043;120804_3;12;08;04;Książ Wielki;3;gmina miejsko-wiejska
1208044;120804_4;12;08;04;Książ Wielki;4;miasto
1208045;120804_5;12;08;04;Książ Wielki;5;obszar wiejski
1208053;120805_3;12;08;05;Miechów;3;gmina miejsko-wiejska
1208054;120805_4;12;08;05;Miechów;4;miasto
1208055;120805_5;12;08;05;Miechów;5;obszar wiejski
1208062;120806_2;12;08;06;Racławice;2;gmina wiejska
1208072;120807_2;12;08;07;Słaboszów;2;gmina wiejska
1209;1209;12;09;;myślenicki;;powiat
1209013;120901_3;12;09;01;Dobczyce;3;gmina miejsko-wiejska
1209014;120901_4;12;09;01;Dobczyce;4;miasto
1209015;120901_5;12;09;01;Dobczyce;5;obszar wiejski
1209022;120902_2;12;09;02;Lubień;2;gmina wiejska
1209033;120903_3;12;09;03;Myślenice;3;gmina miejsko-wiejska
1209034;120903_4;12;09;03;Myślenice;4;miasto
1209035;120903_5;12;09;03;Myślenice;5;obszar wiejski
1209042;120904_2;12;09;04;Pcim;2;gmina wiejska
1209052;120905_2;12;09;05;Raciechowice;2;gmina wiejska
1209062;120906_2;12;09;06;Siepraw;2;gmina wiejska
1209073;120907_3;12;09;07;Sułkowice;3;gmina miejsko-wiejska
1209074;120907_4;12;09;07;Sułkowice;4;miasto
1209075;120907_5;12;09;07;Sułkowice;5;obszar wiejski
1209082;120908_2;12;09;08;Tokarnia;2;gmina wiejska
1209092;120909_2;12;09;09;Wiśniowa;2;gmina wiejska
1210;1210;12;10;;nowosądecki;;powiat
1210011;121001_1;12;10;01;Grybów;1;gmina miejska
1210022;121002_2;12;10;02;Chełmiec;2;gmina wiejska
